1.634710337442696892e-01 4.729927739368458006e-01 -1.000000000000000000e+00
1.029747648323376952e-01 4.723553879447107695e-01 -1.000000000000000000e+00
2.576632564957039712e-02 6.693626455271230180e-02 1.000000000000000000e+00
5.619387431718616543e-01 5.132476723830360354e-01 1.000000000000000000e+00
-6.139518270745569772e-02 3.175783413315622639e-01 -1.000000000000000000e+00
1.313393347096108998e-02 3.922131744382864049e-01 -1.000000000000000000e+00
-2.907998914716140582e-01 1.550232835607310844e-01 -1.000000000000000000e+00
2.554077120468341566e-01 2.668085853461135137e-01 -1.000000000000000000e+00
-1.502441104899013280e-03 1.090691668713779788e-01 1.000000000000000000e+00
-4.638797571677916176e-02 3.785971272771058160e-01 -1.000000000000000000e+00
-1.259121214731446781e-01 6.002073646365576609e-01 1.000000000000000000e+00
3.320384794774855486e-02 3.979894540735982034e-01 -1.000000000000000000e+00
-1.566219391674686934e-01 9.316053452970604609e-02 1.000000000000000000e+00
3.696310217850198865e-02 1.648773639516575851e-01 1.000000000000000000e+00
4.902417087231060178e-01 4.989449191668733907e-01 1.000000000000000000e+00
3.195027098670908949e-01 5.353972966179353365e-01 -1.000000000000000000e+00
2.990046545860419736e-01 6.123222109796968571e-01 -1.000000000000000000e+00
2.353546048491616804e-01 3.651341704928791621e-01 -1.000000000000000000e+00
2.693378791355590107e-01 3.463286627192318501e-01 -1.000000000000000000e+00
4.424910779421303841e-01 4.345231430575949849e-01 1.000000000000000000e+00
4.200419335831575562e-01 3.086234727178492898e-01 -1.000000000000000000e+00
-9.835503949768314991e-02 2.955555533600975338e-01 -1.000000000000000000e+00
1.217853098910718357e-01 8.782370975662671941e-02 1.000000000000000000e+00
-3.507873583386762473e-01 1.451089789056897728e-01 -1.000000000000000000e+00
-2.852338767245852225e-01 1.912726564539379837e-01 -1.000000000000000000e+00
2.189813295740160315e-01 2.069797371491759741e-01 -1.000000000000000000e+00
-2.714055179785269667e-01 8.874452685443620648e-02 -1.000000000000000000e+00
1.365914175628238914e-01 6.426154702514282890e-01 1.000000000000000000e+00
3.907009052739953692e-01 5.612801777308726869e-01 -1.000000000000000000e+00
-3.495669249541391022e-01 1.228633946715879388e-01 -1.000000000000000000e+00
3.318305352240036310e-03 2.798759184489695295e-01 -1.000000000000000000e+00
1.490474397124377515e-01 1.527863624079283111e-01 1.000000000000000000e+00
1.141511555746632656e-02 5.485204145774909001e-01 1.000000000000000000e+00
-8.687917385084498179e-02 3.405783691807849900e-01 -1.000000000000000000e+00
-3.939648132845195438e-01 1.559155085861743673e-01 -1.000000000000000000e+00
-3.824571224666911129e-01 1.459562211519085939e-01 -1.000000000000000000e+00
-6.067944404874314746e-02 3.931153957663139353e-01 -1.000000000000000000e+00
3.726387263945354356e-01 4.330435394460225296e-01 1.000000000000000000e+00
-1.247721786085664863e-01 4.711533962328481318e-01 -1.000000000000000000e+00
1.603620451661789126e-01 6.123606587116248168e-01 1.000000000000000000e+00
3.090085973249578899e-02 5.436075661949355542e-01 1.000000000000000000e+00
4.359207020845676794e-01 4.061186296507647286e-01 1.000000000000000000e+00
-1.531142937722313468e-01 4.139426267312912855e-01 -1.000000000000000000e+00
-3.781823556082408722e-02 3.725768829083158651e-01 -1.000000000000000000e+00
3.461612220977494658e-02 6.846425823757991136e-01 1.000000000000000000e+00
-5.422366051743660043e-01 2.195716750365507841e-01 1.000000000000000000e+00
5.784462290245938609e-01 5.272781822708308974e-01 1.000000000000000000e+00
3.763952836826248705e-01 3.224153392496683090e-01 -1.000000000000000000e+00
-3.887555067135397002e-01 1.217979111176337170e-01 -1.000000000000000000e+00
2.188564044504757167e-01 4.793464331478359819e-01 -1.000000000000000000e+00
-1.532779065758695658e-01 1.985814190718019345e-01 -1.000000000000000000e+00
2.592384426316370338e-01 2.050194725062661205e-01 -1.000000000000000000e+00
-1.271694774175462506e-01 2.229077728023491911e-01 -1.000000000000000000e+00
-2.746599945802386533e-01 1.360519511458461728e-01 -1.000000000000000000e+00
1.483053052543431005e-01 1.122105451820996636e-01 1.000000000000000000e+00
-7.676725558476182876e-02 3.654207995343057291e-01 -1.000000000000000000e+00
9.245462360567224813e-03 5.905611384596020086e-01 1.000000000000000000e+00
-3.555087689783237859e-01 3.962687357692178947e-01 -1.000000000000000000e+00
9.533393942006648802e-02 2.564584101248451597e-01 -1.000000000000000000e+00
4.643357426285039113e-01 5.376505948994972917e-01 1.000000000000000000e+00
-4.186649214158434940e-01 2.171997913538800118e-01 1.000000000000000000e+00
